"result_id","dataset","scene","system/arm","pipeline_stage","metric_name","numerator","denominator","value","threshold_or_k","scope","comparison_group","development_or_transfer_status","primary_source_artifact","source_commit_or_tag","notes"
"E27","ARKitScenes","41069025","delivered entity-patch rest support stage (runs/arkit_vertical_slice/sealed_pair_rest)","support relation extraction vs finalized human key","owner-confirmed support positives recovered by the algorithm's candidates","1","3","1/3","min_target_overlap_ratio 0.5, contact_gap_ratio 0.05, penetration_ratio 0.02, target_containment_ratio 0.95, floor_contact_gap_ratio 0.03","delivered","E2_arkit41069025_support_stage_vs_human_key","single scene; review provenance records calibration_status ""provisional_unvalidated_transfer_calibration_pending""","eval/human_feedback/arkitscenes_41069025_support_relation_key_v1.json","25126ec","EXPLORATORY — NOT A HEADLINE. Two of the three keyed positives (obj_9->obj_13, obj_23->obj_13) appear only in the FINAL owner-corrected key and have no independent returned-form record; the key attributes the omission to a review-form defect. This result must not be published as a headline while that provenance stands. TRACKED source states the counts directly in `algorithm_agreement`: n_algorithm_candidates 1, n_owner_positives 3, candidates_owner_confirms [""obj_9->obj_13""], candidates_owner_rejects [], owner_positives_algorithm_misses [""obj_1->obj_14"", ""obj_23->obj_13""]. The key adds: ""reported for the record; no logic or threshold changed here"" and provenance logic_changed=false, thresholds_changed=false. Key status FINAL."
"E28","ARKitScenes","41069025","delivered entity-patch rest support stage","support relation extraction vs finalized human key","support-stage precision on the keyed pairs","1","1","1.0","min_target_overlap_ratio 0.5; contact band per contact_gap_ratio 0.05","delivered","E2_arkit41069025_support_precision","single scene; transfer calibration explicitly pending","runs/arkit_support_calibration/arkitscenes_41069025_support_separability.json","— (untracked; repo HEAD at read time c8e200d)","EXPLORATORY — NOT A HEADLINE. Two of the three keyed positives (obj_9->obj_13, obj_23->obj_13) appear only in the FINAL owner-corrected key and have no independent returned-form record; the key attributes the omission to a review-form defect. This result must not be published as a headline while that provenance stands. SOURCE-PRECEDENCE PROBLEM: precision 1.0 appears ONLY in the GITIGNORED runs/arkit_support_calibration/arkitscenes_41069025_support_separability.json (`current_stage`: true_positives [""obj_9->obj_13""], false_positives [], precision 1.0). `grep -rn ""separability"" docs/` returns NOTHING, so no narrative doc in the repo reports this number - there is no tracked primary source to cite. Denominator is 1 candidate, i.e. precision over a single proposal; it is not a meaningful precision estimate. The report's own caution: ""3 positives from one scene. A boundary that separates them is a hypothesis, not a calibration""."
"E29","ARKitScenes","41069025","delivered entity-patch rest support stage","support relation extraction vs finalized human key","support-stage recall on the keyed positives","1","3","0.3333333333333333","same frozen config as E2-02","delivered","E2_arkit41069025_support_recall","single scene; transfer calibration explicitly pending","runs/arkit_support_calibration/arkitscenes_41069025_support_separability.json","— (untracked; repo HEAD at read time c8e200d)","EXPLORATORY — NOT A HEADLINE. Two of the three keyed positives (obj_9->obj_13, obj_23->obj_13) appear only in the FINAL owner-corrected key and have no independent returned-form record; the key attributes the omission to a review-form defect. This result must not be published as a headline while that provenance stands. Value quoted EXACTLY as the report stores it (0.3333333333333333), not rounded to 0.333. GITIGNORED source; no tracked doc reports it. false_negatives listed as [""obj_1->obj_14"", ""obj_23->obj_13""]. DENOMINATOR CAVEAT: 3 is the number of `supports` judgements in the 54-row review sheet, NOT a census of the scene's support relations (the sheet covers 54 of 1225 pairs by a non-random stratified rule). The 9 `unsure` rows are excluded from both positives and negatives by the tool."
"E30","ARKitScenes","41069025","delivered entity-patch rest support stage","support relation extraction (scene-wide candidate generation)","support relation candidates proposed over evaluated pairs","1","714","1/714","frozen algorithm_config as recorded in the review provenance; floor_evidence_status ""unknown"", reject_when_floor_unknown false","delivered","E2_arkit41069025_scene_candidate_yield","single scene","eval/human_feedback/arkitscenes_41069025_support_review.json","90dad73","TRACKED provenance: n_pairs 1225, n_evaluated 714, n_candidates 1, n_qualifying_patches 77. So the delivered stage proposed exactly ONE support relation for the whole scene. Underlying resting artifact is the gitignored runs/arkit_vertical_slice/sealed_pair_rest/41069025/entity_patch_rest.json (sha256 e16ee06a46cd33116a81e2a37f93b14fba4b24a5f2fdcd32636a39ae4923507b). Review file status is AWAITING_OWNER while the derived key is FINAL."
"E31","ARKitScenes","41069025","human owner review (key construction, not a system arm)","answer-key construction","`supports` judgements in the finalized key","3","54","3/54","definition: ""gravity-resting contact on the supporter""","identity_oracle","E2_arkit41069025_key_composition","single scene, one owner reviewer","eval/human_feedback/arkitscenes_41069025_support_relation_key_v1.json","25126ec","TRACKED `judgement_counts`: does_not_support 42, supports 3, unsure 9 (sums to 54). `coverage`: rows_on_sheet 54, rows_returned 52, rows_omitted [""obj_23->obj_13"",""obj_9->obj_13""], omitted_reason ""the sheet's Build JSON only emits rows with a checked radio... Omission here is a form defect, not a retraction"". Scope marked identity_oracle because this row describes human-supplied ground truth, not system output. The 54 rows are 36 qualifying-patch rows + 29 stratified rejects + 2 owner-confirmed (overlapping sets), so the sample is system-biased, not a random draw from 1225."
"E32","ARKitScenes","41069025","delivered entity-patch rest support stage","support relation extraction (per-pair gate)","obj_23->obj_13 best-patch footprint overlap ratio (miss #1)","—","—","0.4545","min_target_overlap_ratio = 0.5 (the gate it fails)","bug-diagnostic","E2_arkit41069025_miss_obj23_obj13","single scene","eval/human_feedback/arkitscenes_41069025_support_review.json","90dad73","MISS #1 = the THRESHOLD-REACHABLE miss. Pair obj_23->obj_13 (owner rationale in the key: ""obj_23 is the second cushion resting on obj_13, the sofa""). TRACKED review row: relation_candidate false, rejection_reasons [""no_patch_satisfies_resting_evidence""], patch_rejection_reasons [""footprint_overlap_below_min""], best_patch_uid instance_13_hpatch_159, overlap_ratio_target 0.4545, vertical_gap_m -0.0099, patch_footprint_m2 0.2577, target_footprint_m2 0.2051. The vertical gap is essentially at contact (-0.0099 m); only the overlap gate fails, at 0.4545 vs 0.50."
"E33","ARKitScenes","41069025","read-only separability analysis (tools/arkitscenes_support_separability.py)","failure-mode classification of the keyed positives","obj_23->obj_13 patches lying inside the contact band","2","6","2 of 6 patches in the contact band; mode = ""threshold_reachable""","contact band census; no threshold changed (report records thresholds_changed=false)","bug-diagnostic","E2_arkit41069025_miss_obj23_obj13","single scene","runs/arkit_support_calibration/arkitscenes_41069025_support_separability.json","— (untracked; repo HEAD at read time c8e200d)","GITIGNORED run; the mode label itself is defined in the TRACKED tool docstring (tools/arkitscenes_support_separability.py, commit 58faaea): ""threshold_reachable a patch exists at the right place -- small |gap| -- and the pair fails only a numeric gate. A threshold change could recover this one."" Report row: {pair_id obj_23->obj_13, mode threshold_reachable, by_overlap {instance_13_hpatch_159, overlap 0.4545, gap_m -0.0099}, by_contact identical, n_patches 6, n_in_contact_band 2}. The report explicitly REFUSES to turn this into a calibration."
"E34","ARKitScenes","41069025","delivered entity-patch rest support stage","support relation extraction (per-pair gate)","obj_1->obj_14 patches lying inside the contact band (miss #2)","0","7","0 of 7 patches in the contact band; mode = ""evidence_missing""","contact band census; thresholds_changed=false","bug-diagnostic","E2_arkit41069025_miss_obj1_obj14","single scene","runs/arkit_support_calibration/arkitscenes_41069025_support_separability.json","— (untracked; repo HEAD at read time c8e200d)","MISS #2 = the SEGMENTATION-EVIDENCE miss. GITIGNORED run row: {pair_id obj_1->obj_14, mode evidence_missing, by_overlap {instance_14_hpatch_028, overlap 0.3927, gap_m -0.8126}, by_contact {instance_14_hpatch_035, overlap 0.083, gap_m -0.7976}, n_patches 7, n_in_contact_band 0}. Tracked docstring definition: ""evidence_missing NO patch exists near the contact height at all. No threshold on any of these features can recover it, and neither can patch selection."" TRACKED corroboration in the review file: obj_1->obj_14 relation_candidate false, patch_rejection_reasons [""footprint_overlap_below_min"",""vertical_gap_below_penetration_band""], overlap_ratio_target 0.3927, vertical_gap_m -0.8126. WITHDRAWN CLAIM (tracked, tools/arkitscenes_support_separability.py @58faaea): an earlier analysis called this pair a patch-SELECTION bug; ""That was wrong on two counts and the claim is withdrawn"" - the relation module's pair test is already existential."
"E35","ARKitScenes","41069025","read-only mesh-vertex evidence probe (tools/arkitscenes_support_evidence_probe.py)","segmentation-evidence diagnosis for obj_1->obj_14","owner segment's coverage of the target footprint at contact height","16","324","0.0494 (footprint coverage), verdict ""segmentation_evidence_missing""","owner_coverage_min 0.25; contact_band_m 0.05; coverage_cell_m 0.02; target_underside_z -0.8803","bug-diagnostic","E2_arkit41069025_miss_obj1_obj14","single scene, single pair","runs/arkit_support_calibration/arkitscenes_41069025_obj_1_obj_14_evidence_probe.json","— (untracked; repo HEAD at read time c8e200d)","GITIGNORED run only. Verbatim verdict rationale: ""the owner covers only 4.9% of the target footprint at contact height, while UNASSIGNED mesh covers 44.8%. The supporting surface exists in the mesh but was not given to the owner segment, so no change inside the relation module can recover this pair"". Same report: unassigned 629 vertices / 145 of 324 cells / coverage 0.4475; target_itself 290 vertices / 72 cells / 0.2222; other_instances 0; owner 67 vertices / 16 cells / 0.0494; slab_vertices 986; delivered_partition_unassigned_rate 0.5973; read_only true, logic_changed false, thresholds_changed false. So the two E2 misses have DIFFERENT causes: one gate-reachable (E2-06/E2-07), one blocked upstream in segmentation (this row) - they must not be described as one failure."
"E36","ARKitScenes","41069025","read-only separability analysis","threshold-separability test over keyed positives vs negatives","keyed negatives sitting above the minimum positive overlap","9","42","9 negatives above min_positive_overlap 0.4545; separable_on_overlap_alone = false, separable_in_2d = true","feature space (footprint overlap, |vertical gap|) on the contact-selected patch; min_positive_overlap 0.4545, max_positive_abs_gap 0.0099","bug-diagnostic","E2_arkit41069025_separability","single scene","runs/arkit_support_calibration/arkitscenes_41069025_support_separability.json","— (untracked; repo HEAD at read time c8e200d)","GITIGNORED run. Report fields: n_reachable_positives 2, n_unreachable_positives 1, negatives_inside_that_box [], separable_in_2d true, negatives_above_min_positive_overlap 9, separable_on_overlap_alone false. Denominator 42 = the key's does_not_support count (the tool scores only supports/does_not_support rows; the 9 `unsure` rows are excluded). The report's closing caution, verbatim: ""3 positives from one scene. A boundary that separates them is a hypothesis, not a calibration; a gate fitted to this would be fitted to two or three points."" DO NOT report separable_in_2d=true as a validated fix."
"F01","ARKitScenes","arkitscenes_41069025","object/label map","spatial QA answering — representation kill test, 6 common room-observable questions","correct","0","6","0 / 6","no threshold; hybrid two-view abstention gate (never fired)","delivered","kill_test_41069025_common6 (n=6)","development — in-distribution scene used across all prior experiments","docs/arkitscenes_representation_kill_test.md","e14d8fe","Doc result table, scored once 2026-08-16. 6 of 8 human-keyed questions included; delivered-instance identity and reported-counter extent excluded because raw RGB cannot access obj_N or a system's reported region. Cross-checked identical in GITIGNORED runs/arkit_representation_kill_test/41069025_common6/report.json (arms/object_retrieval)."
"F02","ARKitScenes","arkitscenes_41069025","object/label map","spatial QA answering — representation kill test, 6 common room-observable questions","wrong","5","6","5 / 6","no threshold","delivered","kill_test_41069025_common6 (n=6)","development","docs/arkitscenes_representation_kill_test.md","e14d8fe","Confident wrong answers, not abstentions. Cross-check: gitignored report arms/object_retrieval/summary/tally/wrong = 5."
"F03","ARKitScenes","arkitscenes_41069025","object/label map","spatial QA answering — representation kill test, 6 common room-observable questions","unanswered","1","6","1 / 6","no threshold","delivered","kill_test_41069025_common6 (n=6)","development","docs/arkitscenes_representation_kill_test.md","e14d8fe","The unanswered item is q6_cushion_on_sofa: the graph emits no ON_ENTITY_SURFACE edge at all."
